,Sensor kas 4 L (073) - Absolute Humidity (g/m3) - averages,Sensor kas 4 L (073) - Dewpoint (°C) - averages,Sensor kas 4 L (073) - Humidity (%) - averages,Sensor kas 4 L (073) - Humidity Deficit (g/m3) - averages,Sensor kas 4 L (073) - Temperature (°C) - averages,luwe zijde raamstand - %  (afd 4) - Percentage (%) - averages,wind zijde raamstand - %  (afd 4) - Percentage (%) - averages,verwarmingstemp: ber - °C  (afd 4) - Temperature (°C) - averages,ventilatietemp: ber  - °C  (afd 4) - Temperature (°C) - averages,vochtdeficit - g/m³  (afd 4) - Humidity deficit (g/m3) - averages,PAR Sensor (13D) - PAR (μmol m−2 s−1) - averages
2019-10-26 14:00:00,13.3,16.2,50.2,13.4,27.6,70.8,0,19,21,9.58,284.68
2019-10-26 15:00:00,12.2,14.7,58,8.9,23.5,35.7,0,19,21,7.82,136.11
2019-10-26 16:00:00,12.8,15.4,65.4,6.8,22.2,8.3,0,19,21,6.61,44.42
2019-10-26 17:00:00,14,16.8,74.6,4.8,21.5,0.2,0,19,21,4.47,17.99
2019-10-26 18:00:00,14.6,17.4,79.6,3.7,21,0.9,0,19,21,3.15,2.37
2019-10-26 19:00:00,14.5,17.3,80.2,3.6,20.8,2,0,19,21,2.9,0
2019-10-26 20:00:00,14.4,17.1,79.8,3.7,20.7,1.3,0,19,21,3.05,0
2019-10-26 21:00:00,14.1,16.8,80.8,3.4,20.2,2,0,19,21,2.71,0
2019-10-26 22:00:00,14,16.7,81.7,3.1,19.9,3,0,19,21,2.5,0
2019-10-26 23:00:00,14,16.6,82.3,3,19.7,3.8,0,19,21,2.32,0
2019-10-27 00:00:00,13.6,16.2,79.7,3.5,19.8,2.4,0,19,21,2.72,0
2019-10-27 01:00:00,13.1,15.5,78.1,3.7,19.5,1.4,0,19,21,2.9,0
2019-10-27 02:00:00,12.7,15.1,78.2,3.5,19,1.3,0,19,21,2.9,0
2019-10-27 02:00:00,12.6,14.9,77.5,3.6,18.9,,,,,,0
2019-10-27 03:00:00,12.6,15,77,3.8,19.1,1.3,0,19,21,2.99,0
2019-10-27 04:00:00,12.5,14.8,76.3,3.9,19,1,0,19,21,3.09,0
2019-10-27 05:00:00,12.4,14.6,75.6,4,19.1,0.8,0,19,21,3.23,0
2019-10-27 06:00:00,12.1,14.3,75.7,3.9,18.7,1,0,19,21.3,3.24,0
2019-10-27 07:00:00,12.2,14.4,75.5,4,18.9,1,0,19,21,3.81,9.89
2019-10-27 08:00:00,13.1,15.6,75.5,4.2,20.1,0.3,0,19,21,3.73,61.82
2019-10-27 09:00:00,14.1,16.9,74.6,4.8,21.6,0.7,0,19,21,3.47,117.94
2019-10-27 10:00:00,14.9,17.8,67.1,7.3,24.3,7.2,0,19,21,4.62,202.4
2019-10-27 11:00:00,14.6,17.5,66.6,7.3,24.1,6.2,0,19,21,5.28,192.7
2019-10-27 12:00:00,13.8,16.7,58.4,10,25.6,13.3,0,19,21,6.83,232.95
2019-10-27 13:00:00,12.7,15.4,54.3,10.7,25.3,18.2,0,19,21,8.18,188.78
2019-10-27 14:00:00,12.7,15.3,55.6,10.1,24.8,13.4,0,19,21,8.38,253.89
2019-10-27 15:00:00,12.2,14.6,58.2,8.8,23.4,11.9,0,19,21,7.76,107.61
2019-10-27 16:00:00,13.2,15.9,69.8,5.7,21.6,0.4,0,19,21,5.01,54.02
2019-10-27 17:00:00,12.8,15.3,74.6,4.4,19.9,0,0,19,21,3.49,0.86
2019-10-27 18:00:00,12.5,14.8,75.7,4,19.2,0.4,0,19,21,3.13,0
2019-10-27 19:00:00,12.3,14.5,74.7,4.2,19.1,0.3,0,19,21,3.32,0
2019-10-27 20:00:00,12.2,14.5,74.8,4.1,19,0,0,19,21,3.31,0
2019-10-27 21:00:00,12.3,14.6,74.5,4.2,19.2,0,0,19,21,3.5,0
2019-10-27 22:00:00,12.2,14.5,75.3,4,18.9,0,0,19,21,3.19,0
2019-10-27 23:00:00,12.2,14.4,73.9,4.3,19.2,0,0,19,21,3.55,0
2019-10-28 00:00:00,12.1,14.3,73.4,4.4,19.1,0,0,19,21,3.72,0
2019-10-28 01:00:00,12,14.2,73.7,4.3,19,0,0,19,21,3.57,0
2019-10-28 02:00:00,12,14.1,73,4.4,19.1,0,0,19,21,3.83,0
2019-10-28 03:00:00,11.9,14.1,73,4.4,19.1,0,0,19,21,3.79,0
2019-10-28 04:00:00,11.9,14,72.7,4.5,19,0,0,19,21,3.86,0
2019-10-28 05:00:00,11.8,13.9,72,4.6,19,0.8,0,19,21,3.58,0
2019-10-28 06:00:00,11.6,13.7,71.8,4.6,18.9,1,0,19,21.5,4.37,0.3
2019-10-28 07:00:00,11.5,13.5,71.1,4.7,18.8,1,0,19,21.3,4.35,6.28
2019-10-28 08:00:00,12.4,14.7,68.6,5.7,20.7,2.8,0,19,21,5.53,58.9
2019-10-28 09:00:00,13.3,15.9,68.7,6.1,21.9,2.5,0,19,21,5.12,101.23
2019-10-28 10:00:00,13.7,16.7,54.8,11.5,26.6,26.5,0,19,21,7.89,272.53
2019-10-28 11:00:00,11.6,14.1,43.4,15.2,27.7,51.5,0,19,21,10.82,310.49
2019-10-28 12:00:00,11.5,13.8,49.8,11.7,25.1,27.2,0.3,19,21,10.53,174.08
2019-10-28 13:00:00,12.1,14.6,56.6,9.3,23.8,14.4,0,19,21,8.37,186.17
2019-10-28 14:00:00,10.8,12.8,51.6,10.1,23.3,20.4,0,19,21,9.52,174.42
2019-10-28 15:00:00,10.5,12.3,48.7,11,23.8,17.1,0,19,21,10.38,154.3
2019-10-28 16:00:00,11.2,13.3,59,7.8,21.7,3.9,0,19,21,8.18,29.61
2019-10-28 17:00:00,12.1,14.3,69.3,5.4,20.2,0.2,0,19,21,4.97,0.53
2019-10-28 18:00:00,12.1,14.3,73.3,4.4,19.2,0,0,19,21,3.64,0
2019-10-28 19:00:00,12,14.1,74.5,4.1,18.8,0,0,19,21,3.44,0
2019-10-28 20:00:00,12.1,14.3,74.4,4.2,19,0,0,19,21,3.7,0
2019-10-28 21:00:00,12.2,14.4,73.7,4.3,19.2,0,0,19,21,3.97,0
2019-10-28 22:00:00,12,14.2,73.8,4.3,19,0,0,19,21,3.81,0
2019-10-28 23:00:00,12,14.2,73.2,4.4,19.1,0,0,19,21,4.05,0
2019-10-29 00:00:00,11.9,14.1,73.3,4.4,19,0,0,19,21,3.96,0
2019-10-29 01:00:00,12,14.2,73.9,4.2,18.9,0,0,19,21,3.81,0
2019-10-29 02:00:00,12,14.2,73,4.4,19.2,0,0,19,21,4.16,0
2019-10-29 03:00:00,11.9,14.1,73.7,4.3,18.9,0,0,19,21,3.75,0
2019-10-29 04:00:00,11.9,14.1,72.1,4.6,19.2,0,0,19,21,4.28,0
2019-10-29 05:00:00,11.8,14,72.4,4.5,19.1,0.8,0,19,21,4.12,0
2019-10-29 06:00:00,11.7,13.8,71.8,4.6,19,1,0,19,21,4.29,0.34
2019-10-29 07:00:00,11.4,13.4,71,4.7,18.7,1,0,19,21.2,4.52,7.21
2019-10-29 08:00:00,12.6,15,70,5.4,20.7,1.5,0,19,21,5.73,46.82
2019-10-29 09:00:00,13.8,16.7,57.5,10.4,25.8,13.3,0,19,21,7.38,152.74
2019-10-29 10:00:00,13,15.9,43,17.4,30,28.5,0,19,21,9.27,243.04
2019-10-29 11:00:00,11.4,13.9,43.7,14.9,27.4,26.4,0,19,21,10.28,332.41
2019-10-29 12:00:00,12.1,14.8,42.9,16.3,28.7,24.8,0,19,21,10.91,177.24
2019-10-29 13:00:00,11.1,13.3,46.7,12.7,25.6,30.3,0,19,21,11.09,196.4
2019-10-29 14:00:00,11.3,13.5,48.6,11.9,25.1,26.3,0,19,21,10.41,303.98
2019-10-29 15:00:00,12,14.4,55.3,9.7,23.9,8.4,0,19,21,8.86,138.56
2019-10-29 16:00:00,13,15.5,70.6,5.5,21.1,0.1,0,19,21,5.6,29.57
2019-10-29 17:00:00,12.8,15.3,78.4,3.6,19.1,0,0,19,21,3.94,0.49
2019-10-29 18:00:00,13,15.4,79.3,3.4,19,0,0,19,21,4.12,0
2019-10-29 19:00:00,12.9,15.3,78.9,3.4,19,0,0,19,21,4.22,0
2019-10-29 20:00:00,12.9,15.3,78.8,3.5,19.1,0,0,19,21,4.39,0
2019-10-29 21:00:00,13,15.4,79.7,3.3,19,0,0,19,21,4.43,0
2019-10-29 22:00:00,12.8,15.1,79.3,3.3,18.8,0,0,19,21,4.38,0
2019-10-29 23:00:00,12.8,15.2,78.9,3.4,18.9,0,0,19,21,4.59,0
2019-10-30 00:00:00,12.7,15,78.8,3.4,18.8,0,0,19,21,4.55,0
2019-10-30 01:00:00,12.7,15.1,78.8,3.4,18.8,0,0,19,21,4.71,0
2019-10-30 02:00:00,12.7,15,78.7,3.4,18.8,0,0,19,21,4.91,0
2019-10-30 03:00:00,12.5,14.8,78.6,3.4,18.6,0,0,19,21,4.63,0
2019-10-30 04:00:00,12.5,14.8,77.7,3.6,18.8,0,0,19,21,5.15,0
2019-10-30 05:00:00,12.5,14.7,77.4,3.6,18.8,0.9,0,19,21,5.16,0.01
2019-10-30 06:00:00,12.1,14.3,75.6,3.9,18.7,1,0,19,21,5.17,0.4
2019-10-30 07:00:00,11.6,13.6,74.3,4,18.3,1,0,19,21.3,5.03,6.66
2019-10-30 08:00:00,12.4,14.8,70.8,5.1,20.2,0.8,0,19,21,6.27,50.49
2019-10-30 09:00:00,14.2,17.1,62,8.9,25,1.3,0,19,21,4.88,149.79
2019-10-30 10:00:00,14.4,17.5,51.5,13.6,28.5,9.9,0,19,21,6.2,231.91
2019-10-30 11:00:00,13.7,16.6,56.9,10.4,25.8,9.2,0,19,21,7.04,368.59
2019-10-30 12:00:00,13.4,16.3,54.7,11.2,26.2,10.8,0,19,21,7.24,313.49
2019-10-30 13:00:00,12.8,15.5,53.8,11,25.5,10.9,0,19,21,7.82,227.32
2019-10-30 14:00:00,13.3,16,57.1,10,25.2,5.3,0,19,21,6.92,241.27
2019-10-30 15:00:00,13.6,16.4,63.7,7.8,23.7,2.9,0,19,21,4.87,110.36
2019-10-30 16:00:00,13,15.5,73.5,4.7,20.4,0.5,0,19,21,3.23,15.97
2019-10-30 17:00:00,12.8,15.2,74.2,4.5,20,0.3,0,19,21,3.42,0.32
2019-10-30 18:00:00,12.7,15,75,4.2,19.6,0.6,0,19,21,3.14,0
2019-10-30 19:00:00,12.5,14.8,74.9,4.2,19.4,0.8,0,19,21,3.03,0
2019-10-30 20:00:00,12.4,14.7,74.7,4.2,19.3,0.5,0,19,21,3.18,0
2019-10-30 21:00:00,12.4,14.7,74.2,4.3,19.4,0.3,0,19,21,3.31,0
2019-10-30 22:00:00,12.2,14.5,73.2,4.5,19.4,0.5,0,19,21,3.27,0
2019-10-30 23:00:00,12.1,14.4,73.6,4.4,19.2,0,0,19,21,3.22,0
2019-10-31 00:00:00,12.1,14.4,72.5,4.6,19.5,0,0,19,21,3.58,0
2019-10-31 01:00:00,12.1,14.3,72,4.7,19.5,0,0,19,21,3.66,0
2019-10-31 02:00:00,11.9,14,71.7,4.7,19.3,0,0,19,21,3.53,0
2019-10-31 03:00:00,11.8,13.9,71.1,4.8,19.3,0,0,19,21,3.75,0
2019-10-31 04:00:00,11.6,13.7,69.5,5.1,19.4,0,0,19,21,4.1,0
2019-10-31 05:00:00,11.6,13.7,69.1,5.2,19.5,0.9,0,19,21,4.02,0
2019-10-31 06:00:00,11.1,13.1,66.3,5.6,19.5,1,0,19,21,4.15,0.28
2019-10-31 07:00:00,11.4,13.4,70.8,4.7,18.8,1,0,19,21.2,3.8,6.31
2019-10-31 08:00:00,12.2,14.5,68.1,5.7,20.6,0.4,0,19,21,5.07,49.34
2019-10-31 09:00:00,14,16.9,60.4,9.3,25.1,2.6,0,19,21,5.83,142.82
2019-10-31 10:00:00,14.7,17.9,51.7,13.8,28.8,7.9,0,19,21,5.9,224.46
2019-10-31 11:00:00,14,17,56.4,10.8,26.3,8.4,0,19,21,6.61,345.67
2019-10-31 12:00:00,13.3,16.1,52.6,12.1,26.7,10.3,0,19,21,7.92,371.06
2019-10-31 13:00:00,10.4,12.3,45.1,12.6,25,13.3,0,19,21,10.77,234.36
2019-10-31 14:00:00,12.3,14.9,52.1,11.3,25.4,9,0,19,21,8.92,287
2019-10-31 15:00:00,13.2,16,61.3,8.4,23.9,3.3,0,19,21,6.26,121.18
2019-10-31 16:00:00,12.8,15.2,71.7,5.1,20.5,0,0,19,21,3.52,13.14
2019-10-31 17:00:00,12.6,15,75,4.2,19.6,0,0,19,21,3.39,0.26
2019-10-31 18:00:00,12.4,14.7,74.2,4.3,19.4,0,0,19,21,3.37,0
2019-10-31 19:00:00,12.2,14.5,73.4,4.4,19.4,0,0,19,21,3.42,0
2019-10-31 20:00:00,12.1,14.3,73.2,4.4,19.2,0,0,19,21,3.35,0
2019-10-31 21:00:00,12,14.2,72.9,4.5,19.2,0,0,19,21,3.51,0
2019-10-31 22:00:00,11.9,14,72.2,4.6,19.2,0,0,19,21,3.63,0
2019-10-31 23:00:00,11.8,14,71.9,4.6,19.2,0,0,19,21,3.58,0
2019-11-01 00:00:00,11.8,14,71.6,4.7,19.2,0,0,19,21,3.7,0
2019-11-01 01:00:00,11.8,13.9,71.7,4.6,19.2,0,0,19,21,3.68,0
2019-11-01 02:00:00,11.7,13.8,71.6,4.7,19.1,0,0,19,21,3.77,0
2019-11-01 03:00:00,11.8,13.9,71.8,4.6,19.1,0,0,19,21,3.79,0
2019-11-01 04:00:00,11.8,14,72.4,4.5,19.1,0,0,19,21,3.69,0
2019-11-01 05:00:00,11.8,14,72.2,4.6,19.1,0.9,0,19,21,3.74,0
2019-11-01 06:00:00,11.8,13.9,72.1,4.6,19.1,1,0,19,21.1,3.88,0
2019-11-01 07:00:00,11.6,13.7,72.7,4.4,18.7,1,0,19,21.2,3.87,1.85
2019-11-01 08:00:00,12.5,14.9,71.2,5.1,20.3,0.4,0,19,21,5.1,20.39
2019-11-01 09:00:00,12.8,15.2,71.9,5,20.4,0,0,19,21,4.36,46.96
2019-11-01 10:00:00,12.4,14.8,71.6,4.9,20.1,0,0,19,21,4.08,92.06
2019-11-01 11:00:00,12.8,15.3,71.7,5.1,20.6,0,0,19,21,3.97,96.76
2019-11-01 12:00:00,12.1,14.4,72.7,4.6,19.4,0,0,19,21,3.52,75.33
2019-11-01 13:00:00,12.4,14.7,73.1,4.5,19.6,0,0,19,21,3.71,84.4
2019-11-01 14:00:00,12.6,14.9,74.5,4.3,19.6,0,0,19,21,3.38,68.26
2019-11-01 15:00:00,12.4,14.7,75.4,4,19.1,0.8,0,19,21,3.14,45.84
2019-11-01 16:00:00,12.6,14.9,76.4,3.9,19.1,0,0,19,21,3.47,5.06
2019-11-01 17:00:00,12.9,15.3,77.8,3.7,19.3,0.5,0,19,21,3.22,0.05
2019-11-01 18:00:00,12.7,15.1,78.2,3.5,19,1,0,19,21,2.91,0
2019-11-01 19:00:00,12.8,15.1,78.8,3.4,18.9,1,0,19,21,2.81,0
2019-11-01 20:00:00,12.9,15.3,79.4,3.3,18.9,2,0,19,21,2.74,0
2019-11-01 21:00:00,13.2,15.7,79.3,3.4,19.4,0.6,0,19,21,3.13,0
2019-11-01 22:00:00,13.3,15.8,79.8,3.4,19.3,1.5,0,19,21,2.8,0
2019-11-01 23:00:00,13.3,15.8,79.9,3.3,19.3,2,0,19,21,2.78,0
2019-11-02 00:00:00,13.3,15.8,79.8,3.4,19.4,1.5,0,19,21,2.81,0
2019-11-02 01:00:00,13.4,15.9,80.1,3.3,19.4,2,0,19,21,2.79,0
2019-11-02 02:00:00,13.5,16,80.2,3.3,19.5,2,0,19,21,2.8,0
2019-11-02 03:00:00,13.6,16.1,81.1,3.2,19.4,2,0,19,21,2.63,0
2019-11-02 04:00:00,13.5,16.1,81.3,3.1,19.3,2.9,0,19,21,2.47,0
2019-11-02 05:00:00,13.6,16.1,81.1,3.2,19.4,3,0,19,21,2.64,0
2019-11-02 06:00:00,13.6,16.2,80.9,3.2,19.5,2.9,0,19,21.1,2.74,0
2019-11-02 07:00:00,13.3,15.8,80.5,3.2,19.3,2.3,0,19,21.1,2.67,3.82
2019-11-02 08:00:00,13.6,16.2,79.4,3.5,19.9,2.3,0,19,21,2.72,53.01
2019-11-02 09:00:00,14.4,17.2,77.5,4.2,21.3,1.2,0,19,21,3.04,78.03
2019-11-02 10:00:00,13.4,16,78.3,3.7,19.9,1.7,0,19,21,2.83,43.08
2019-11-02 11:00:00,14.2,16.9,71.7,5.8,22.3,2.9,0,19,21,4.39,222.1
2019-11-02 12:00:00,14.3,17.2,59.2,9.9,25.9,17.7,0,19,21,6.95,331.87
2019-11-02 13:00:00,13,15.8,54.5,10.9,25.6,23.1,0,19,21,8.53,257.22
2019-11-02 14:00:00,13.1,15.8,59.9,8.8,24.1,8.8,0,19,21,7.41,175.41
2019-11-02 15:00:00,13.6,16.3,69.7,5.9,22.1,1,0,19,21,5.38,62.61
2019-11-02 16:00:00,13.4,16,76,4.2,20.3,0,0,19,21,3.49,10.8
2019-11-02 17:00:00,13.5,16.1,78.3,3.7,20,0.4,0,19,21,3.35,0.1
2019-11-02 18:00:00,13.2,15.6,78.6,3.6,19.5,1,0,19,21,3.04,0
2019-11-02 19:00:00,13,15.4,78.2,3.6,19.3,0.3,0,19,21,3.22,0
2019-11-02 20:00:00,13,15.5,77.9,3.7,19.4,0,0,19,21,3.27,0
2019-11-02 21:00:00,13,15.5,77.4,3.8,19.6,0,0,19,21,3.61,0
2019-11-02 22:00:00,12.9,15.3,77.6,3.7,19.3,0,0,19,21,3.29,0
2019-11-02 23:00:00,12.8,15.2,77.7,3.7,19.2,0,0,19,21,3.4,0
2019-11-03 00:00:00,13,15.4,78.3,3.6,19.3,0,0,19,21,3.36,0
2019-11-03 01:00:00,12.8,15.2,77.7,3.7,19.2,0.4,0,19,21,3.26,0
2019-11-03 02:00:00,13,15.5,78.1,3.6,19.4,0,0,19,21,3.58,0
2019-11-03 03:00:00,12.9,15.4,79,3.4,19.1,0.8,0,19,21,3.05,0
2019-11-03 04:00:00,13,15.5,78,3.7,19.4,0.3,0,19,21,3.59,0
2019-11-03 05:00:00,12.8,15.2,77.6,3.7,19.2,0.9,0,19,21,3.41,0
2019-11-03 06:00:00,12.6,15,77.6,3.6,19,1,0,19,21.1,3.31,0
2019-11-03 07:00:00,12.4,14.7,76.7,3.8,18.9,1,0,19,21.1,3.62,2.71
2019-11-03 08:00:00,12.9,15.3,76.9,3.9,19.5,0.2,0,19,21,3.47,40.26
2019-11-03 09:00:00,14.5,17.4,71.3,5.9,22.8,0.8,0,19,21,3.67,125.67
2019-11-03 10:00:00,15.3,18.4,59.8,10.4,26.9,12.8,0,19,21,5.63,228.61
2019-11-03 11:00:00,14,16.9,61.2,8.9,24.9,14,0,19,21,6.7,183.26
2019-11-03 12:00:00,13.8,16.7,62.3,8.4,24.4,18.2,0,19,21,6.95,147.45
2019-11-03 13:00:00,13.8,16.6,67.8,6.5,22.8,9.8,0,19,21,5.67,118.98
2019-11-03 14:00:00,13.9,16.7,67,6.8,23.1,11.3,0,19,21,6.01,98.4
2019-11-03 15:00:00,13.4,16.1,73.6,4.8,21,0.6,0,19,21,3.9,41.91
2019-11-03 16:00:00,13,15.4,76.8,3.9,19.6,0,0,19,21,3.23,6.92
2019-11-03 17:00:00,13,15.5,78.5,3.6,19.3,0.8,0,19,21,3.12,0.02
2019-11-03 18:00:00,12.9,15.3,78.5,3.5,19.1,0.8,0,19,21,3.08,0
2019-11-03 19:00:00,12.8,15.2,78.2,3.6,19.1,0.6,0,19,21,3.12,0
2019-11-03 20:00:00,12.8,15.2,77.6,3.7,19.2,0.2,0,19,21,3.4,0
2019-11-03 21:00:00,12.9,15.3,78,3.6,19.2,0,0,19,21,3.31,0
2019-11-03 22:00:00,13,15.4,78.4,3.6,19.3,0.1,0,19,21,3.26,0
2019-11-03 23:00:00,12.7,15.1,77.9,3.6,19,1,0,19,21,3.07,0
2019-11-04 00:00:00,12.6,14.9,76.9,3.8,19.1,0.1,0,19,21,3.37,0
2019-11-04 01:00:00,12.7,15.1,76.9,3.8,19.2,0,0,19,21,3.5,0
2019-11-04 02:00:00,12.8,15.3,76.9,3.9,19.4,0,0,19,21,3.55,0
2019-11-04 03:00:00,12.7,15.1,77.7,3.6,19.1,0,0,19,21,3.21,0
2019-11-04 04:00:00,12.8,15.2,77.8,3.6,19.2,0,0,19,21,3.38,0
2019-11-04 05:00:00,12.9,15.4,78.8,3.5,19.1,0.9,0,19,21,3.23,0
2019-11-04 06:00:00,13,15.5,78.8,3.5,19.2,1,0,19,21,3.35,0.25
2019-11-04 07:00:00,12.8,15.2,79,3.4,18.9,1.1,0,19,21.2,3.2,2.3
2019-11-04 08:00:00,13.1,15.6,78.4,3.6,19.4,1.2,0,19,21,3.53,26.21
2019-11-04 09:00:00,13.6,16.2,73.3,5.1,21.2,0.7,0,19,21,3.94,111.92
2019-11-04 10:00:00,14.7,17.5,70.8,6,23.1,4.3,0,19,21,4.92,147.99
2019-11-04 11:00:00,14.5,17.4,70.5,6.1,23.1,5.8,0,19,21,4.97,149.61
2019-11-04 12:00:00,14.5,17.4,69.9,6.2,23.2,8.2,0,19,21,5.28,138.75
2019-11-04 13:00:00,14.4,17.2,73.3,5.3,22.3,2.5,0,19,21,4.47,131.93
2019-11-04 14:00:00,14.2,16.9,75.5,4.6,21.5,2,0,19,21,3.85,69.43
2019-11-04 15:00:00,14.4,17.2,72,5.6,22.6,9.2,0,19,21,4.62,121.05
2019-11-04 16:00:00,14.5,17.3,75.6,4.7,21.8,1.5,0,19,21,3.98,21.06
2019-11-04 17:00:00,14,16.7,76.9,4.2,20.9,1.7,0,19,21,3.43,0.16
2019-11-04 18:00:00,13.5,16.1,77.4,3.9,20.2,1,0,19,21,3.25,0
2019-11-04 19:00:00,13.2,15.7,77.6,3.8,19.7,1,0,19,21,3.12,0
2019-11-04 20:00:00,13.1,15.5,77.6,3.8,19.6,0.5,0,19,21,3.2,0
2019-11-04 21:00:00,13.1,15.6,77.9,3.7,19.6,0,0,19,21,3.28,0
2019-11-04 22:00:00,13,15.5,78,3.7,19.4,0.6,0,19,21,3.13,0
2019-11-04 23:00:00,13,15.4,78,3.7,19.4,0.3,0,19,21,3.28,0
2019-11-05 00:00:00,13,15.4,77.7,3.7,19.4,0,0,19,21,3.36,0
2019-11-05 01:00:00,12.9,15.3,78,3.6,19.2,0.2,0,19,21,3.18,0
2019-11-05 02:00:00,12.8,15.2,78.2,3.6,19.1,0.6,0,19,21,3.19,0
2019-11-05 03:00:00,12.8,15.2,77.9,3.6,19.2,0,0,19,21,3.48,0
2019-11-05 04:00:00,12.7,15,77.4,3.7,19.1,0,0,19,21,3.52,0
2019-11-05 05:00:00,12.7,15.1,77.7,3.6,19.1,0.9,0,19,21,3.49,0
2019-11-05 06:00:00,12.9,15.3,77.8,3.7,19.2,1,0,19,21,3.49,0.21
2019-11-05 07:00:00,12.6,14.9,78,3.5,18.9,1,0,19,21.3,3.17,2.28
2019-11-05 08:00:00,13.4,15.9,77.6,3.9,20,0.6,0,19,21,3.83,48.19
2019-11-05 09:00:00,14.2,17,76,4.5,21.4,0,0,19,21,3.95,89.48
2019-11-05 10:00:00,14.6,17.4,75.4,4.8,22,0.6,0,19,21,4.16,100.92
2019-11-05 11:00:00,14.8,17.6,73.9,5.2,22.5,2.5,0,19,21,3.99,141.96
2019-11-05 12:00:00,15,17.9,66.3,7.6,24.6,12.5,0,19,21,5.98,226.12
2019-11-05 13:00:00,14.4,17.3,65.3,7.7,24.3,12,0,19,21,6.17,183.42
2019-11-05 14:00:00,14.2,17.1,68.6,6.5,23.2,6.4,0,19,21,5.56,102.71
2019-11-05 15:00:00,14.8,17.6,75.4,4.8,22.2,2.5,0,19,21,4.45,56.6
2019-11-05 16:00:00,14.6,17.4,78.6,4,21.3,1,0,19,21,3.33,13.75
2019-11-05 17:00:00,14.2,17,79,3.8,20.7,1,0,19,21,3.25,0.1
2019-11-05 18:00:00,13.6,16.2,79.1,3.6,19.9,1.8,0,19,21,2.98,0
2019-11-05 19:00:00,13.2,15.7,79.2,3.5,19.4,1,0,19,21,2.98,0
2019-11-05 20:00:00,13.2,15.6,79.2,3.4,19.3,0.8,0,19,21,3.12,0
2019-11-05 21:00:00,13.2,15.7,79.1,3.5,19.4,0.1,0,19,21,3.34,0
2019-11-05 22:00:00,13.4,15.9,79.3,3.5,19.6,0,0,19,21,3.39,0
2019-11-05 23:00:00,13.2,15.7,79.1,3.5,19.4,0.6,0,19,21,3.13,0
2019-11-06 00:00:00,13,15.5,79.3,3.4,19.1,0.7,0,19,21,3.19,0
2019-11-06 01:00:00,12.9,15.4,78.7,3.5,19.2,0,0,19,21,3.54,0
2019-11-06 02:00:00,12.9,15.4,78.3,3.6,19.2,0,0,19,21,3.82,0
2019-11-06 03:00:00,13.1,15.6,78.8,3.5,19.4,0,0,19,21,3.67,0
2019-11-06 04:00:00,13,15.4,78.8,3.5,19.2,0,0,19,21,3.47,0
2019-11-06 05:00:00,13,15.4,78.9,3.5,19.2,1,0,19,21,3.41,0
2019-11-06 06:00:00,13.1,15.5,79.5,3.4,19.2,1,0,19,21,3.4,0.23
2019-11-06 07:00:00,12.7,15.1,78.8,3.4,18.8,1,0,19,21.3,3.27,1.54
2019-11-06 08:00:00,12.9,15.4,78.5,3.5,19.2,0.6,0,19,21,3.91,28.23
2019-11-06 09:00:00,13.5,16,77.4,3.9,20.1,0,0,19,21,4,64.66
2019-11-06 10:00:00,14.7,17.6,64.8,8.5,24.9,7.7,0,19,21,5.4,171.47
2019-11-06 11:00:00,12.2,14.7,51.9,11.3,25.3,20,0,19,21,8.67,285.83
2019-11-06 12:00:00,12.3,14.7,59.6,8.3,23,7.8,0,19,21,7.4,151.12
2019-11-06 13:00:00,12.8,15.3,63.2,7.5,22.7,7,0,19,21,6.49,117.54
2019-11-06 14:00:00,12.8,15.4,62.9,7.6,22.9,7.2,0,19,21,6.76,148.83
2019-11-06 15:00:00,12.8,15.4,64.9,6.9,22.3,4.6,0,19,21,6.33,84.3
2019-11-06 16:00:00,13,15.6,71,5.4,21.1,0.3,0,19,21,4.55,18.01
2019-11-06 17:00:00,12.7,15.1,74,4.4,19.8,0,0,19,21,3.66,0.09
2019-11-06 18:00:00,12.3,14.5,74.6,4.2,19.2,0,0,19,21,3.73,0
2019-11-06 19:00:00,12.2,14.4,74.7,4.1,19,0,0,19,21,3.63,0
2019-11-06 20:00:00,12.1,14.4,75.3,4,18.8,0,0,19,21,3.35,0
2019-11-06 21:00:00,12.3,14.5,75.1,4.1,19,0,0,19,21,3.91,0
2019-11-06 22:00:00,12.5,14.9,74,4.4,19.6,0,0,19,21,4.47,0
2019-11-06 23:00:00,12.2,14.5,74.7,4.1,19.1,0,0,19,21,4.02,0
2019-11-07 00:00:00,12.3,14.5,74.6,4.2,19.1,0,0,19,21,4.47,0
2019-11-07 01:00:00,12.2,14.4,74.5,4.2,19.1,0,0,19,21,4.39,0
2019-11-07 02:00:00,12.2,14.5,74.8,4.1,19.1,0,0,19,21,4.26,0
2019-11-07 03:00:00,12.2,14.5,74.5,4.2,19.1,0,0,19,21,4.39,0
2019-11-07 04:00:00,12.3,14.6,75,4.1,19.2,0,0,19,21,4.35,0
2019-11-07 05:00:00,12.3,14.5,74.9,4.1,19.1,1,0,19,21,4.02,0
2019-11-07 06:00:00,12.3,14.6,75.9,3.9,18.9,1,0,19,21,3.82,0.29
2019-11-07 07:00:00,12.2,14.4,74.4,4.2,19,1,0,19,21.2,4.39,1.36
2019-11-07 08:00:00,12.4,14.8,72.9,4.6,19.8,0.8,0,19,21,5.09,32.53
