,Sensor kas 4 L (073) - Absolute Humidity (g/m3) - averages,Sensor kas 4 L (073) - Dewpoint (°C) - averages,Sensor kas 4 L (073) - Humidity (%) - averages,Sensor kas 4 L (073) - Humidity Deficit (g/m3) - averages,Sensor kas 4 L (073) - Temperature (°C) - averages,luwe zijde raamstand - %  (afd 4) - Percentage (%) - averages,wind zijde raamstand - %  (afd 4) - Percentage (%) - averages,verwarmingstemp: ber - °C  (afd 4) - Temperature (°C) - averages,ventilatietemp: ber  - °C  (afd 4) - Temperature (°C) - averages,vochtdeficit - g/m³  (afd 4) - Humidity deficit (g/m3) - averages,PAR Sensor (13D) - PAR (μmol m−2 s−1) - averages
2020-05-15 16:00:00,8.5,9.3,36.4,14.9,25.3,88.3,12.7,12,18,11.41,265.1
2020-05-15 17:00:00,8.7,9.7,34.5,16.7,26.7,76.4,2.9,12,18,10.77,235.97
2020-05-15 18:00:00,8.3,9,33.8,16.3,26.2,55.3,0,12,18,10.31,172.43
2020-05-15 19:00:00,8.1,8.5,36.4,14.3,24.5,38.4,0,12,18,9.53,98.41
2020-05-15 20:00:00,8.1,8.4,46,9.6,20.5,23,0,12,18,8.46,3.79
2020-05-15 21:00:00,8.7,9.3,54.9,7.2,18.6,6.3,0,12,18,6.58,0.28
2020-05-15 22:00:00,9.2,10.1,61.7,5.7,17.5,0,0,12,18,4.98,0
2020-05-15 23:00:00,9.4,10.4,66.3,4.8,16.7,0,0,12,18,3.95,0
2020-05-16 00:00:00,9.3,10.2,68.6,4.3,16,0,0,12,18,3.47,0
2020-05-16 01:00:00,9.1,9.8,69.7,4,15.4,0,0,12,18,3.24,0
2020-05-16 02:00:00,8.9,9.5,70.4,3.8,14.8,0,0,12,18,3.04,0
2020-05-16 03:00:00,8.7,9.1,70.7,3.6,14.4,0,0,12,18,2.88,0
2020-05-16 04:00:00,8.7,9.1,71.5,3.5,14.2,0,0,12,18,2.77,0
2020-05-16 05:00:00,9,9.6,71.4,3.6,14.7,0,0,12,18,2.82,0.14
2020-05-16 06:00:00,9.7,10.9,68.5,4.5,16.7,1,0,12,18.2,3.71,7.11
2020-05-16 07:00:00,10.9,12.7,64.9,5.9,19.5,8,0,12,18,4.42,52.03
2020-05-16 08:00:00,10.8,12.7,53.5,9.5,22.7,26.1,0,12,18,7.21,114.95
2020-05-16 09:00:00,10.1,11.9,42.8,13.6,25.5,46.2,0,12,18,8.9,178.47
2020-05-16 10:00:00,10,11.8,38.5,16,27.2,60.4,0,12,18,9.97,235.03
2020-05-16 11:00:00,9.6,11.1,38.5,15.3,26.4,59.9,0,12,18,9.87,230.13
2020-05-16 12:00:00,9,10.1,37.5,15,25.7,57.4,0,12,18,9.88,196.14
2020-05-16 13:00:00,9.5,11,37.5,15.8,26.7,55.7,0,12,18,10.33,258.62
2020-05-16 14:00:00,9.3,10.5,41.5,13.1,24.5,29.3,0,12,18,8.14,119.99
2020-05-16 15:00:00,9.4,10.7,46.3,11,22.9,21.1,0,12,18,7.69,127.11
2020-05-16 16:00:00,9.5,11,40.7,14,25.4,39.2,0,12,18,9,181.13
2020-05-16 17:00:00,9.4,10.8,35.3,17.3,27.6,44.3,0,12,18,9.9,233.28
2020-05-16 18:00:00,8.7,9.7,37.4,14.7,25.3,34.8,0,12,18,9.2,146.02
2020-05-16 19:00:00,8.8,9.8,39,13.8,24.7,23.6,0,12,18,8.62,96.97
2020-05-16 20:00:00,8.6,9.2,48.5,9.1,20.4,14.9,0,12,18,7.65,3.18
2020-05-16 21:00:00,9,9.7,56.3,7,18.6,4.5,0,12,18,6.1,0.47
2020-05-16 22:00:00,9.2,10,61.9,5.6,17.4,0,0,12,18,4.77,0
2020-05-16 23:00:00,9.1,9.8,65.1,4.9,16.4,0,0,12,18,4,0
2020-05-17 00:00:00,8.9,9.5,67,4.4,15.6,0,0,12,18,3.66,0
2020-05-17 01:00:00,8.7,9.2,68.1,4.1,15,0,0,12,18,3.46,0
2020-05-17 02:00:00,8.5,8.8,68.9,3.9,14.4,0,0,12,18,3.28,0
2020-05-17 03:00:00,8.3,8.4,69.4,3.7,13.9,0,0,12,18,3.11,0
2020-05-17 04:00:00,8.2,8.1,69.8,3.5,13.5,0,0,12,18,3.01,0
2020-05-17 05:00:00,8.4,8.5,69.4,3.7,14.1,0,0,12,18,3.26,0.14
2020-05-17 06:00:00,9.2,9.9,65.3,4.9,16.5,0.9,0,12,18.2,4.23,7.25
2020-05-17 07:00:00,10.8,12.7,59.3,7.6,21,11.6,0,12,18,5.14,74.63
2020-05-17 08:00:00,10.6,12.7,46.4,12.3,25,39.4,0.3,12,18,8.02,133.72
2020-05-17 09:00:00,10.5,12.6,38,17.2,28.3,65.2,1,12,18,9.76,201.81
2020-05-17 10:00:00,9.9,11.7,35,18.4,28.7,89.7,14.1,12,18,11,259.37
2020-05-17 11:00:00,8.7,9.6,36.2,15.3,25.8,94.8,24.3,12,18,11.9,267.14
2020-05-17 12:00:00,8.5,9.4,35.7,15.4,25.7,95,27.7,12,18,12.39,70.96
2020-05-17 13:00:00,8.5,9.4,34.8,16,26.1,95.2,43.5,12,18,12.91,75.39
2020-05-17 14:00:00,8.5,9.4,35.4,15.6,25.9,96,47.8,12,18,12.71,75.41
2020-05-17 15:00:00,8.5,9.3,35,15.7,25.9,96,50.4,12,18,12.8,70.87
2020-05-17 16:00:00,8.3,9,35.3,15.3,25.5,96,53,12,18,12.48,265.98
2020-05-17 17:00:00,8.2,8.8,32.7,17,26.6,96,51,12,18,12.03,244.1
2020-05-17 18:00:00,8,8.4,33.7,15.8,25.6,91.5,23.6,12,18,11.48,173.17
2020-05-17 19:00:00,8,8.4,34.4,15.3,25.2,67.8,0,12,18,10.53,95.06
2020-05-17 20:00:00,7.6,7.5,40.4,11.3,21.5,57.5,0,12,18,10.14,5.87
2020-05-17 21:00:00,8.1,8.4,48.7,8.6,19.5,44,0,12,18,8.23,0.48
2020-05-17 22:00:00,8.8,9.4,56.5,6.8,18.2,1,0,12,18,6.12,0
2020-05-17 23:00:00,9.2,10.1,62.2,5.6,17.4,0,0,12,18,4.64,0
2020-05-18 00:00:00,9.4,10.3,65.3,5,16.9,0,0,12,18,3.79,0
2020-05-18 01:00:00,9.4,10.4,66.9,4.7,16.5,0,0,12,18,3.38,0
2020-05-18 02:00:00,9.5,10.4,68.3,4.4,16.3,0,0,12,18,3.06,0
2020-05-18 03:00:00,9.5,10.5,69.8,4.1,16,0,0,12,18,2.79,0
2020-05-18 04:00:00,9.5,10.5,71,3.9,15.7,0.3,0,12,18,2.56,0
2020-05-18 05:00:00,9.8,11,72.4,3.7,16,1,0,12,18,2.7,0.19
2020-05-18 06:00:00,10.8,12.6,70.4,4.6,18,1,0,12,18.3,3.63,7.2
2020-05-18 07:00:00,11.3,13.4,61.4,7.2,21.1,18.9,0,12,18,5.15,67.87
2020-05-18 08:00:00,10.9,13,51.4,10.3,23.6,55.8,3.9,12,18,7.47,131.03
2020-05-18 09:00:00,10.7,12.7,46.1,12.5,25.1,87.3,6.9,12,18,8.7,179.19
2020-05-18 10:00:00,10.7,12.8,41.9,15,26.9,93,46.8,12,18,10.44,220.84
2020-05-18 11:00:00,10.6,12.7,41.8,14.8,26.8,95.2,60.5,12,18,10.98,258.5
2020-05-18 12:00:00,10.9,13,43.6,14.1,26.4,94.8,46.5,12,18,10.78,220.15
2020-05-18 13:00:00,10.7,12.8,44.6,13.3,25.8,96,63.4,12,18,11.79,74.87
2020-05-18 14:00:00,10.4,12.3,45.9,12.2,24.7,96,44.5,12,18,10.42,74.79
2020-05-18 15:00:00,9.8,11.4,44.7,12.1,24.2,95.4,48.8,12,18,10.65,67.26
2020-05-18 16:00:00,9.8,11.4,42.7,13.3,25,89,7.3,12,18,9.74,255.32
2020-05-18 17:00:00,9.9,11.6,40.5,14.6,26.1,91.3,5.5,12,18,9.51,235.33
2020-05-18 18:00:00,9.5,10.9,42.1,13.1,24.7,72.3,0,12,18,8.97,157.1
2020-05-18 19:00:00,9.7,11.1,48.6,10.3,22.5,42.1,0,12,18,7.18,69.74
2020-05-18 20:00:00,10.1,11.6,58.1,7.3,20.1,29.8,0,12,18,6.34,3.22
2020-05-18 21:00:00,10.8,12.5,65.8,5.6,19.1,29.9,0,12,18,4.88,0.24
2020-05-18 22:00:00,11,12.8,70.5,4.6,18.2,7.9,0,12,18,3.89,0
2020-05-18 23:00:00,11.1,12.9,73.1,4.1,17.8,0,0,12,18,3.27,0
2020-05-19 00:00:00,11,12.8,74.5,3.8,17.3,0.3,0,12,18,2.83,0
2020-05-19 01:00:00,11,12.7,75.7,3.5,17,1,0,12,18,2.61,0
2020-05-19 02:00:00,11,12.8,76.6,3.4,16.9,1.8,0,12,18,2.39,0
2020-05-19 03:00:00,11,12.8,77.3,3.2,16.8,2.1,0,12,18,2.23,0
2020-05-19 04:00:00,10.9,12.6,78.3,3,16.4,4.5,0,12,18,1.79,0
2020-05-19 05:00:00,11,12.7,78,3.1,16.6,4.8,0,12,18,1.89,0.26
2020-05-19 06:00:00,11.8,13.9,75.2,3.9,18.4,3.8,0,12,18.3,2.7,7.38
2020-05-19 07:00:00,12.5,15,67.3,6.1,21.3,24.3,0,12,18,3.81,65.44
2020-05-19 08:00:00,12,14.4,59.3,8.3,22.7,45.4,1.3,12,18,5.65,112.7
2020-05-19 09:00:00,11.9,14.4,51.1,11.4,25.3,89.8,16.9,12,18,7.88,171.24
2020-05-19 10:00:00,12.3,15.1,46.9,14,27.4,96,77.4,12,18,9.74,235.03
2020-05-19 11:00:00,12.4,15.2,45.7,14.8,28,96,96,12,18,11.59,254.04
2020-05-19 12:00:00,12.2,14.9,44.5,15.2,28.2,96,91.1,12,18,12.2,72.33
2020-05-19 13:00:00,12.1,14.8,45,14.8,27.8,96,80.8,12,18,11.75,153.16
2020-05-19 14:00:00,11.9,14.6,44.6,14.9,27.7,96,63.8,12,18,11.8,73.76
2020-05-19 15:00:00,11.7,14.2,45.2,14.2,27.1,96,49.2,12,18,11.25,72.09
2020-05-19 16:00:00,11.5,13.9,47.1,12.9,26,96,48.8,12,18,9.98,277.26
2020-05-19 17:00:00,11.8,14.4,43.4,15.6,28.1,96,68.3,12,18,9.14,248.98
2020-05-19 18:00:00,11,13.1,47.1,12.3,25.2,96,53.8,12,18,8.02,164.91
2020-05-19 19:00:00,10.8,12.9,49.1,11.3,24.3,86.2,10.3,12,18,7.22,84.9
2020-05-19 20:00:00,11.1,13.2,58.7,7.9,21.6,86,6.3,12,18,6.63,2.93
2020-05-19 21:00:00,10.9,12.8,63,6.4,20.1,68.7,4.2,12,18,5.43,0.42
2020-05-19 22:00:00,10.8,12.6,66.4,5.5,19,42.8,0,12,18,4.52,0
2020-05-19 23:00:00,11.1,12.9,70.4,4.7,18.4,29.4,0,12,18,3.56,0
2020-05-20 00:00:00,11.4,13.3,73.9,4,18.1,15.3,0,12,18,3.08,0
2020-05-20 01:00:00,11.3,13.2,75.4,3.7,17.6,1.2,0,12,18,2.68,0
2020-05-20 02:00:00,11.2,13,76.4,3.5,17.2,1.7,0,12,18,2.43,0
2020-05-20 03:00:00,11.3,13.2,77.2,3.3,17.2,2.2,0,12,18,2.27,0
2020-05-20 04:00:00,11.5,13.4,78,3.2,17.2,4,0,12,18,2.03,0
2020-05-20 05:00:00,11.7,13.8,78.3,3.3,17.6,4.8,0,12,18,2.13,0.14
2020-05-20 06:00:00,12.4,14.7,74.2,4.3,19.4,18.2,0,12,18.2,3.14,4.9
2020-05-20 07:00:00,12.5,14.9,64.7,6.9,22,43.3,2.3,12,18,5.05,73.31
2020-05-20 08:00:00,12.2,14.8,51.7,11.4,25.4,86.5,23.4,12,18,7.98,137.48
2020-05-20 09:00:00,12.1,14.8,43,16.1,28.6,95.2,81.1,12,18,9.92,200.56
2020-05-20 10:00:00,12.6,15.6,39.1,19.7,31.2,96,95.5,12,18,12.31,271.6
2020-05-20 11:00:00,12.3,15.2,40.4,18.2,30.1,96,96,12,18,13.79,251.73
2020-05-20 12:00:00,12.9,15.9,40,19.3,31.1,96,96,12,18,15.45,78
2020-05-20 13:00:00,12.8,15.8,39.3,19.8,31.3,96,96,12,18,15.2,244.87
2020-05-20 14:00:00,12.6,15.6,38.4,20.3,31.5,96,96,12,18,16.18,154.34
2020-05-20 15:00:00,12.1,14.9,37.6,20.1,31.1,96,96,12,18,16.6,171.96
2020-05-20 16:00:00,12.2,15.1,35.7,21.9,32.2,96,96,12,18,16.85,283
2020-05-20 17:00:00,12.1,15,33.9,23.6,33,96,96,12,18,15.67,256.21
2020-05-20 18:00:00,10.9,13.3,37,18.6,29.5,96,96,12,18,14.49,175.15
2020-05-20 19:00:00,10.3,12.3,39.8,15.6,27.1,96,96,12,18,12.27,88.36
2020-05-20 20:00:00,10.4,12.2,48.1,11.2,23.9,96,96,12,18,10.78,6.15
2020-05-20 21:00:00,10.7,12.7,54.4,9,22.3,96,85.8,12,18,8.48,0.76
2020-05-20 22:00:00,10.9,12.9,59.8,7.4,21,83,33.6,12,18,6.56,0
2020-05-20 23:00:00,11,13,62.9,6.5,20.3,61.2,1.6,12,18,5.52,0
2020-05-21 00:00:00,11.1,13.1,65.6,5.8,19.7,43.6,0,12,18,4.72,0
2020-05-21 01:00:00,11.2,13.2,67.9,5.3,19.3,32.5,0,12,18,4.18,0
2020-05-21 02:00:00,11.3,13.3,70.3,4.8,18.8,24,0,12,18,3.58,0
2020-05-21 03:00:00,11.2,13,71.8,4.4,18.2,6.3,0,12,18,3.16,0
2020-05-21 04:00:00,11.1,12.9,73.1,4.1,17.8,0.1,0,12,18,2.88,0
2020-05-21 05:00:00,10.9,12.7,73.8,3.9,17.4,1,0,12,18,2.67,0.41
2020-05-21 06:00:00,11.2,13.1,74.1,3.9,17.8,1.8,0,12,18.2,2.54,22.58
2020-05-21 07:00:00,12,14.4,62,7.6,22.1,43.2,2.5,12,18,5.26,87.76
2020-05-21 08:00:00,11.8,14.3,49.1,12.3,25.9,96,39.3,12,18,9.58,141.22
2020-05-21 09:00:00,12.1,14.8,43,16.1,28.6,96,93.3,12,18,12.18,191.06
2020-05-21 10:00:00,12.3,15.2,38.6,19.6,30.9,96,96,12,18,15.69,255.33
2020-05-21 11:00:00,12.6,15.7,36.9,21.6,32.3,96,96,12,18,19.38,302.16
2020-05-21 12:00:00,13.3,16.5,35.1,24.6,34.2,96,96,12,18,23.04,185.23
2020-05-21 13:00:00,13.8,17.2,35.4,25.2,34.7,96,96,12,18,24.09,152.16
2020-05-21 14:00:00,14.1,17.4,38.6,22.4,33.4,96,96,12,18,20.08,76.43
2020-05-21 15:00:00,14.5,17.9,39.1,22.6,33.7,96,96,12,18,20.67,72.62
2020-05-21 16:00:00,14.6,18,39.7,22.2,33.6,96,96,12,18,20.13,281.82
2020-05-21 17:00:00,14.4,17.9,34.2,27.8,36.2,96,96,12,18,19.93,251.46
2020-05-21 18:00:00,13.6,16.9,37.4,22.8,33.4,96,96,12,18,17.99,172.37
2020-05-21 19:00:00,12.8,15.7,41.1,18.4,30.5,96,96,12,18,15.26,68.26
2020-05-21 20:00:00,12.6,15.3,48.9,13.2,27,96,96,12,18.3,12.72,12.62
2020-05-21 21:00:00,12.2,14.7,57.3,9.1,23.7,96,96,12,18,8.92,2.01
2020-05-21 22:00:00,13.9,16.7,69.9,6,22.5,96,94.6,12,18,4.98,0
2020-05-21 23:00:00,14,16.7,74.6,4.8,21.4,96,67.1,12,18,3.53,0
2020-05-22 00:00:00,13.9,16.5,77,4.1,20.7,83.2,26.5,12,18,2.92,0
2020-05-22 01:00:00,13.3,15.8,77,4,20,59.3,2.3,12,18,2.52,0
2020-05-22 02:00:00,12.8,15.2,75.7,4.1,19.6,43.7,0,12,18,2.97,0
2020-05-22 03:00:00,12.5,14.8,73.6,4.5,19.7,51.8,0,12,18,3.73,0
2020-05-22 04:00:00,12.5,14.9,73.9,4.4,19.7,55,0,12,18,3.66,0
2020-05-22 05:00:00,11.5,13.6,68.6,5.3,19.5,46.1,0,12,18.3,4.73,0.94
2020-05-22 06:00:00,11.2,13.1,65.4,5.9,19.8,55,0.5,12,18,5.73,13.69
2020-05-22 07:00:00,11.8,14.1,65.5,6.2,20.8,88.3,12.7,12,18,5.88,26.85
2020-05-22 08:00:00,12.2,14.6,64.7,6.7,21.5,96,26.3,12,18,6.13,42.19
2020-05-22 09:00:00,12.9,15.5,63.4,7.4,22.8,96,53.1,12,18,6.5,73.69
2020-05-22 10:00:00,13.6,16.5,58.3,9.8,25.3,96,94.4,12,18,8.43,133.98
2020-05-22 11:00:00,11.8,14.1,47.7,12.8,26.2,96,71.6,12,18,11.23,151.74
2020-05-22 12:00:00,11.2,13.5,43.4,14.6,27,96,65.2,12,18,12.75,250.91
2020-05-22 13:00:00,13.3,16.2,49.6,13.5,27.7,92.4,64.8,12,18,10.29,215.97
2020-05-22 14:00:00,12.7,15.4,56.3,9.9,24.7,31.9,13,12,18,7.37,159.96
2020-05-22 15:00:00,13,15.7,59.2,9,24.2,28.1,5.4,12,18,5.91,162.07
2020-05-22 16:00:00,11.5,13.9,47.2,12.9,26,92.1,40.4,12,18,9.34,243.22
2020-05-22 17:00:00,9.8,11.4,38.4,15.7,26.8,77,33.8,12,18,11.57,226.84
2020-05-22 18:00:00,8.6,9.4,39.7,13.1,24,83.6,27.8,12,18,10.96,161.66
2020-05-22 19:00:00,10.3,12.1,49.5,10.5,23.3,9.6,0.1,12,18,10.67,27.16
2020-05-22 20:00:00,11.8,14.1,56.3,9.2,23.4,0,0,12,18,8.92,5.11
2020-05-22 21:00:00,12.3,14.7,65.7,6.5,21.4,0,0,12,18,5.43,0.55
2020-05-22 22:00:00,12.2,14.5,69.6,5.3,20.3,0,0,12,18,4.3,0
2020-05-22 23:00:00,12.2,14.4,72.2,4.7,19.6,0,0,12,18,3.74,0
2020-05-23 00:00:00,11.8,14,73.1,4.4,18.9,7.6,0,12,18,3.47,0
2020-05-23 01:00:00,11.1,12.9,71.6,4.4,18.1,6.8,0,12,18,3.83,0
2020-05-23 02:00:00,11.2,13.1,73.3,4.1,17.9,0.6,0,12,18,3.23,0
2020-05-23 03:00:00,11.5,13.4,75.6,3.7,17.8,0.8,0,12,18,2.7,0
2020-05-23 04:00:00,11.6,13.5,77.1,3.4,17.6,2,0,12,18,2.41,0
2020-05-23 05:00:00,11.4,13.3,78,3.2,17.2,3.7,0,12,18.3,2.04,1.27
2020-05-23 06:00:00,11.2,13,77.2,3.3,17,3.4,0,12,18,2.17,16.87
2020-05-23 07:00:00,11.9,14.1,73.8,4.3,18.9,4.8,0,12,18,2.93,50.57
2020-05-23 08:00:00,11.3,13.4,61.5,7.1,21.1,15.8,0,12,18,5.3,87.7
2020-05-23 09:00:00,10.8,12.8,54.9,8.9,22.3,24.7,0,12,18,6.46,133.94
2020-05-23 10:00:00,10.9,13,44.1,13.8,26.2,58.3,4.7,12,18,9.44,243.09
2020-05-23 11:00:00,9.8,11.3,44.6,12.2,24.2,83.8,5.9,12,18,9.87,310.19
2020-05-23 12:00:00,9.5,10.8,45.7,11.2,23.1,84.5,11.3,12,18,9.93,176.41
2020-05-23 13:00:00,9.2,10.4,44.9,11.3,23,84.7,13.3,12,18,9.8,65.04
2020-05-23 14:00:00,9.2,10.4,44.8,11.4,23.1,78.3,9.4,12,18,10.05,76.11
2020-05-23 15:00:00,9.1,10.2,43.7,11.7,23.2,89.1,17.2,12,18,10.58,68.32
2020-05-23 16:00:00,8.8,9.7,44,11.2,22.5,86.4,15.7,12,18,10.23,76.06
2020-05-23 17:00:00,9.7,11.3,42,13.5,25.1,84.7,9.1,12,18,9.61,247.68
2020-05-23 18:00:00,9.7,11.1,46.7,11.2,23.2,52.5,1.8,12,18,8.13,146.92
2020-05-23 19:00:00,9.4,10.8,44,12.1,23.8,42.6,0.5,12,18,8.03,113.98
2020-05-23 20:00:00,9.4,10.5,53.9,8,20.1,9.5,0,12,18,6.49,39.99
2020-05-23 21:00:00,10.2,11.6,64.6,5.6,18.4,0,0,12,18,4.73,1.66
2020-05-23 22:00:00,10.6,12.3,69.4,4.7,18,0,0,12,18,3.77,0
2020-05-23 23:00:00,10.9,12.6,72.7,4.1,17.6,0,0,12,18,3.08,0
2020-05-24 00:00:00,11,12.8,74.7,3.7,17.3,0.9,0,12,18,2.68,0
2020-05-24 01:00:00,11.1,12.9,75.9,3.5,17.2,1.6,0,12,18,2.45,0
2020-05-24 02:00:00,11,12.8,76.6,3.4,16.9,2,0,12,18,2.32,0
2020-05-24 03:00:00,10.9,12.6,76.9,3.3,16.6,2,0,12,18,2.28,0
2020-05-24 04:00:00,10.7,12.4,77.4,3.1,16.3,2.9,0,12,18,2.09,0
2020-05-24 05:00:00,10.3,11.6,77.3,3,15.6,3.3,0,12,18.2,1.92,2.28
2020-05-24 06:00:00,10.3,11.6,76.7,3.1,15.7,2.8,0,12,18,2.17,21.54
2020-05-24 07:00:00,11.4,13.4,69.6,5.1,19.2,6.8,0,12,18,4.09,79.61
2020-05-24 08:00:00,10.5,12.2,58.7,7.4,20.6,10.5,0,12,18,5.92,73.06
2020-05-24 09:00:00,11.3,13.2,71.1,4.6,18.5,0.4,0,12,18,3.17,69.78
2020-05-24 10:00:00,11.6,13.6,74.5,4,18.3,2,0,12,18,2.34,77.68
2020-05-24 11:00:00,11.9,14,74.3,4.1,18.7,2,0,12,18,2.57,83.59
2020-05-24 12:00:00,12.1,14.3,73.8,4.3,19,2.4,0,12,18,2.76,91.33
2020-05-24 13:00:00,12.2,14.5,73.8,4.3,19.3,3.3,0,12,18,2.82,97.82
2020-05-24 14:00:00,12.3,14.7,66,6.4,21.3,17.6,0,12,18,4.3,110.26
2020-05-24 15:00:00,11.7,13.9,58.5,8.3,22.5,25.4,0,12,18,5.77,134.03
2020-05-24 16:00:00,10.9,12.8,58.2,7.9,21.4,28.6,0,12,18,5.47,78.64
2020-05-24 17:00:00,11,12.9,60.4,7.2,20.8,17.7,0,12,18,5.37,72.74
2020-05-24 18:00:00,11,12.9,65,5.9,19.7,8.8,0,12,18,4.69,34.44
2020-05-24 19:00:00,11.4,13.4,69.8,5,19.1,4.8,0,12,18,3.95,17.86
2020-05-24 20:00:00,11.7,13.8,75.1,3.9,18.3,1.4,0,12,18,2.77,5.56
2020-05-24 21:00:00,11.7,13.7,77.3,3.4,17.7,3,0,12,18,2.32,0.39
2020-05-24 22:00:00,11.7,13.7,78.3,3.2,17.5,3,0,12,18,2.2,0
2020-05-24 23:00:00,11.6,13.6,78.7,3.1,17.3,4,0,12,18,2.05,0
2020-05-25 00:00:00,11.6,13.5,79,3.1,17.2,4,0,12,18,2,0
2020-05-25 01:00:00,11.5,13.4,79.3,3,17.1,4,0,12,18,1.98,0
2020-05-25 02:00:00,11.5,13.5,80,2.9,16.9,4,0,12,18,1.99,0
2020-05-25 03:00:00,11.5,13.4,80.2,2.8,16.8,4,0,12,18,1.95,0
2020-05-25 04:00:00,11.3,13.2,80.1,2.8,16.6,4.3,0,12,18,1.92,0
2020-05-25 05:00:00,11,12.7,78.5,3,16.5,4.1,0,12,18.2,1.99,2.17
2020-05-25 06:00:00,11.6,13.6,76.5,3.6,17.8,3.4,0,12,18,2.63,20.59
2020-05-25 07:00:00,11.3,13.4,63.8,6.5,20.5,25.7,0,12,18,5.68,81.28
2020-05-25 08:00:00,11.2,13.3,54.7,9.2,22.9,62.8,8.7,12,18,7.96,145.01
2020-05-25 09:00:00,11.8,14.3,48.5,12.6,26,92.3,31.7,12,18,9.37,211.54
2020-05-25 10:00:00,12.5,15.4,43.3,16.4,29.2,96,89.3,12,18,11.34,266.5
2020-05-25 11:00:00,12.6,15.6,41.9,17.6,29.9,96,92.3,12,18,13.52,267.67
2020-05-25 12:00:00,12.7,15.6,41.3,18.1,30.2,96,94.8,12,18,13.95,187.8
2020-05-25 13:00:00,12.3,15.1,40.3,18.2,30.1,96,92.3,12,18,14.97,71.44
2020-05-25 14:00:00,12.4,15.2,40.5,18.2,30.2,96,89.8,12,18,16.19,75.89
2020-05-25 15:00:00,12.3,15.1,40.7,17.9,29.9,96,83.6,12,18,15.43,72.49
2020-05-25 16:00:00,12.4,15.2,41.1,17.7,29.9,96,89.1,12,18,15.63,288.68
2020-05-25 17:00:00,12.8,15.9,37.9,21.1,32.1,96,90.3,12,18,14.08,258.55
2020-05-25 18:00:00,11.2,13.6,43.6,14.6,27,96,89.4,12,18,10.96,181.97
2020-05-25 19:00:00,10.9,13,47.2,12.1,25,94.8,60.7,12,18,8.68,112.32
2020-05-25 20:00:00,10,11.6,53.2,8.9,21.5,71.3,0.4,12,18,7.19,46.75
2020-05-25 21:00:00,10.2,11.7,61,6.5,19.5,46.5,0,12,18,6.08,2.86
2020-05-25 22:00:00,11.1,12.9,68.3,5.1,18.9,35.2,0,12,18,4.59,0
2020-05-25 23:00:00,11.4,13.3,73.2,4.2,18.2,24.2,0,12,18,3.52,0
2020-05-26 00:00:00,11.5,13.4,76,3.6,17.7,4.2,0,12,18,3.08,0
2020-05-26 01:00:00,11.3,13.2,76.6,3.5,17.3,0.9,0,12,18,2.77,0
2020-05-26 02:00:00,11.1,12.8,76.8,3.3,16.9,1.3,0,12,18,2.49,0
2020-05-26 03:00:00,10.8,12.5,76.9,3.2,16.5,2,0,12,18,2.32,0
2020-05-26 04:00:00,10.7,12.2,77.4,3.1,16.2,2.3,0,12,18,2.17,0
2020-05-26 05:00:00,10.4,11.8,77.7,3,15.7,3.3,0,12,18.2,1.96,3.56
2020-05-26 06:00:00,10.9,12.5,77.2,3.2,16.5,3.3,0,12,18,2.11,36.27
2020-05-26 07:00:00,12.1,14.4,68.1,5.8,20.6,18.1,0,12,18,4.53,87.62
2020-05-26 08:00:00,12.3,14.9,53.2,10.9,25.1,68,10.4,12,18,7.68,145.68
2020-05-26 09:00:00,12.4,15.2,43.3,16.2,28.9,95,47.6,12,18,9.7,206.04
2020-05-26 10:00:00,12.6,15.5,39.7,19.1,30.8,95.3,94.3,12,18,12.53,271.76
2020-05-26 11:00:00,12.5,15.4,39.7,19,30.7,96,96,12,18,15.96,290.02
2020-05-26 12:00:00,12.2,15.1,39.1,19.1,30.6,96,96,12,18,17.52,71.92
2020-05-26 13:00:00,12.8,15.9,38,21,32,96,96,12,18,18.77,132.12
2020-05-26 14:00:00,12.8,15.9,37.5,21.4,32.3,96,96,12,18,19.87,171.22
2020-05-26 15:00:00,12,14.8,36.1,21.2,31.7,96,88,12,18,18.82,153.43
2020-05-26 16:00:00,11.9,14.7,36,21.1,31.5,96,84.1,12,18,17.34,281.17
2020-05-26 17:00:00,12.4,15.4,33.4,24.8,33.8,96,83.5,12,18,15.28,252.53
2020-05-26 18:00:00,11.3,13.8,38.5,18.1,29.4,96,92.7,12,18,14.16,180.52
2020-05-26 19:00:00,10.5,12.6,40.2,15.6,27.3,96,95,12,18,12.11,107.66
2020-05-26 20:00:00,9.7,11.1,48.2,10.5,22.7,94.8,59.8,12,18,8.78,46.2
2020-05-26 21:00:00,9.4,10.5,52.5,8.5,20.6,77,1.9,12,18,8.22,2.58
2020-05-26 22:00:00,9.5,10.7,55.3,7.7,19.9,59.8,1.7,12,18,7.4,0
2020-05-26 23:00:00,9.7,10.9,58.9,6.8,19.2,41.2,0,12,18,6.38,0
2020-05-27 00:00:00,10.1,11.6,64.5,5.6,18.4,29.4,0,12,18,5.05,0
2020-05-27 01:00:00,10.4,11.9,67.7,5,18,18.4,0,12,18,4.12,0
2020-05-27 02:00:00,10.5,12.1,69,4.7,17.9,9.5,0,12,18,3.71,0
2020-05-27 03:00:00,10.6,12.3,70.1,4.5,17.8,1,0,12,18,3.38,0
2020-05-27 04:00:00,10.7,12.4,72,4.2,17.5,0.6,0,12,18,2.82,0
